"utterance","item","speaker_belief","prob"
"BARE-dances-?","Tony_H","dances",0.694893163097983
"BARE-dances-?","Tony_H","doesnt_dance",0.00830137671277235
"BARE-dances-?","Tony_H","uncertain",0.296805460189244
"BARE-dances-?","Tony_L","dances",0.108048036824841
"BARE-dances-?","Tony_L","doesnt_dance",0.648069333023956
"BARE-dances-?","Tony_L","uncertain",0.243882630151202
"BARE-dances-?","Zoe_H","dances",0.753839997148284
"BARE-dances-?","Zoe_H","doesnt_dance",0.00892497789496393
"BARE-dances-?","Zoe_H","uncertain",0.237235024956752
"BARE-dances-?","Zoe_L","dances",0.114268418961266
"BARE-dances-?","Zoe_L","doesnt_dance",0.713904632208674
"BARE-dances-?","Zoe_L","uncertain",0.171826948830061
"know-dances-?","Charley_H","dances",0.984515397252603
"know-dances-?","Charley_H","doesnt_dance",0.000904936083664494
"know-dances-?","Charley_H","uncertain",0.014579666663733
"know-dances-?","Charley_L","dances",0.677598753300622
"know-dances-?","Charley_L","doesnt_dance",0.202503368097884
"know-dances-?","Charley_L","uncertain",0.119897878601494
"know-dances-?","Danny_H","dances",0.944280875353499
"know-dances-?","Danny_H","doesnt_dance",0.0010236797776178
"know-dances-?","Danny_H","uncertain",0.0546954448688834
"know-dances-?","Danny_L","dances",0.741852838246235
"know-dances-?","Danny_L","doesnt_dance",0.181811991802529
"know-dances-?","Danny_L","uncertain",0.0763351699512355
"know-dances-?","Emily_H","dances",0.881719633815367
"know-dances-?","Emily_H","doesnt_dance",0.012830252801816
"know-dances-?","Emily_H","uncertain",0.105450113382817
"know-dances-?","Emily_L","dances",0.578997425539342
"know-dances-?","Emily_L","doesnt_dance",0.382632943178057
"know-dances-?","Emily_L","uncertain",0.0383696312825996
"know-dances-?","Emma_H","dances",0.956549050762648
"know-dances-?","Emma_H","doesnt_dance",0.00174803278220474
"know-dances-?","Emma_H","uncertain",0.0417029164551471
"know-dances-?","Emma_L","dances",0.827701276330706
"know-dances-?","Emma_L","doesnt_dance",0.104193542718109
"know-dances-?","Emma_L","uncertain",0.0681051809511856
"know-dances-?","Frank_H","dances",0.931140278019199
"know-dances-?","Frank_H","doesnt_dance",0.00177287360281491
"know-dances-?","Frank_H","uncertain",0.0670868483779854
"know-dances-?","Frank_L","dances",0.70515429897908
"know-dances-?","Frank_L","doesnt_dance",0.277692729730192
"know-dances-?","Frank_L","uncertain",0.0171529712907271
"know-dances-?","Grace_H","dances",0.977005319426557
"know-dances-?","Grace_H","doesnt_dance",0.000958995745968381
"know-dances-?","Grace_H","uncertain",0.0220356848274746
"know-dances-?","Grace_L","dances",0.803753620931248
"know-dances-?","Grace_L","doesnt_dance",0.156768432524512
"know-dances-?","Grace_L","uncertain",0.0394779465442397
"know-dances-?","Isabella_H","dances",0.789381785274893
"know-dances-?","Isabella_H","doesnt_dance",0.0132100844491432
"know-dances-?","Isabella_H","uncertain",0.197408130275964
"know-dances-?","Isabella_L","dances",0.653968832617133
"know-dances-?","Isabella_L","doesnt_dance",0.323256698728303
"know-dances-?","Isabella_L","uncertain",0.022774468654564
"know-dances-?","Jackson_H","dances",0.977543373347532
"know-dances-?","Jackson_H","doesnt_dance",0.00161357023849239
"know-dances-?","Jackson_H","uncertain",0.0208430564139754
"know-dances-?","Jackson_L","dances",0.663858250166965
"know-dances-?","Jackson_L","doesnt_dance",0.30595841687639
"know-dances-?","Jackson_L","uncertain",0.030183332956646
"know-dances-?","Jayden_H","dances",0.946678796656244
"know-dances-?","Jayden_H","doesnt_dance",0.00308892462088471
"know-dances-?","Jayden_H","uncertain",0.0502322787228711
"know-dances-?","Jayden_L","dances",0.780251492671972
"know-dances-?","Jayden_L","doesnt_dance",0.193559297087982
"know-dances-?","Jayden_L","uncertain",0.026189210240046
"know-dances-?","Jon_H","dances",0.975962899222502
"know-dances-?","Jon_H","doesnt_dance",0.00166153816340961
"know-dances-?","Jon_H","uncertain",0.0223755626140889
"know-dances-?","Jon_L","dances",0.774183020273265
"know-dances-?","Jon_L","doesnt_dance",0.196351526961345
"know-dances-?","Jon_L","uncertain",0.0294654527653905
"know-dances-?","Josh_H","dances",0.899624690151318
"know-dances-?","Josh_H","doesnt_dance",0.0108030660259982
"know-dances-?","Josh_H","uncertain",0.0895722438226836
"know-dances-?","Josh_L","dances",0.727364297665821
"know-dances-?","Josh_L","doesnt_dance",0.207985477636895
"know-dances-?","Josh_L","uncertain",0.0646502246972833
"know-dances-?","Josie_H","dances",0.960112354872171
"know-dances-?","Josie_H","doesnt_dance",0.00126450814882341
"know-dances-?","Josie_H","uncertain",0.0386231369790053
"know-dances-?","Josie_L","dances",0.644048705711292
"know-dances-?","Josie_L","doesnt_dance",0.318862274049625
"know-dances-?","Josie_L","uncertain",0.0370890202390832
"know-dances-?","Julian_H","dances",0.909701687738064
"know-dances-?","Julian_H","doesnt_dance",0.00419261709400037
"know-dances-?","Julian_H","uncertain",0.086105695167935
"know-dances-?","Julian_L","dances",0.691579214937476
"know-dances-?","Julian_L","doesnt_dance",0.119890441993119
"know-dances-?","Julian_L","uncertain",0.188530343069404
"know-dances-?","Mary_H","dances",0.985201104806848
"know-dances-?","Mary_H","doesnt_dance",0.00267265707730885
"know-dances-?","Mary_H","uncertain",0.0121262381158433
"know-dances-?","Mary_L","dances",0.713984453489878
"know-dances-?","Mary_L","doesnt_dance",0.247825241712312
"know-dances-?","Mary_L","uncertain",0.0381903047978109
"know-dances-?","Olivia_H","dances",0.970524176545678
"know-dances-?","Olivia_H","doesnt_dance",0.00412223846719938
"know-dances-?","Olivia_H","uncertain",0.0253535849871221
"know-dances-?","Olivia_L","dances",0.760016830000325
"know-dances-?","Olivia_L","doesnt_dance",0.206937003203592
"know-dances-?","Olivia_L","uncertain",0.0330461667960823
"know-dances-?","Owen_H","dances",0.96968725421495
"know-dances-?","Owen_H","doesnt_dance",0.00147491052947791
"know-dances-?","Owen_H","uncertain",0.0288378352555716
"know-dances-?","Owen_L","dances",0.824940663827608
"know-dances-?","Owen_L","doesnt_dance",0.134722702566205
"know-dances-?","Owen_L","uncertain",0.040336633606187
"know-dances-?","Tony_H","dances",0.96448973928307
"know-dances-?","Tony_H","doesnt_dance",0.000929863830013127
"know-dances-?","Tony_H","uncertain",0.0345803968869175
"know-dances-?","Tony_L","dances",0.742966266471527
"know-dances-?","Tony_L","doesnt_dance",0.224211936093688
"know-dances-?","Tony_L","uncertain",0.0328217974347849
"know-dances-?","Zoe_H","dances",0.970548916425546
"know-dances-?","Zoe_H","doesnt_dance",0.00100866989816068
"know-dances-?","Zoe_H","uncertain",0.0284424136762932
"know-dances-?","Zoe_L","dances",0.743209685627985
"know-dances-?","Zoe_L","doesnt_dance",0.235720101400309
"know-dances-?","Zoe_L","uncertain",0.0210702129717066
"know-doesnt_dance-?","Charley_H","dances",0.42451309521397
"know-doesnt_dance-?","Charley_H","doesnt_dance",0.552208866692787
"know-doesnt_dance-?","Charley_H","uncertain",0.0232780380932439
"know-doesnt_dance-?","Charley_L","dances",0.00795913344421725
"know-doesnt_dance-?","Charley_L","doesnt_dance",0.969482624802831
"know-doesnt_dance-?","Charley_L","uncertain",0.0225582417529523
"know-doesnt_dance-?","Danny_H","dances",0.210930989050323
"know-doesnt_dance-?","Danny_H","doesnt_dance",0.558753233951233
"know-doesnt_dance-?","Danny_H","uncertain",0.230315776998443
"know-doesnt_dance-?","Danny_L","dances",0.0114154107107055
"know-doesnt_dance-?","Danny_L","doesnt_dance",0.971752929108174
"know-doesnt_dance-?","Danny_L","uncertain",0.0168316601811208
"know-doesnt_dance-?","Emily_H","dances",0.0327638329382773
"know-doesnt_dance-?","Emily_H","doesnt_dance",0.85951767398849
"know-doesnt_dance-?","Emily_H","uncertain",0.107718493073233
"know-doesnt_dance-?","Emily_L","dances",0.00797152746419518
"know-doesnt_dance-?","Emily_L","doesnt_dance",0.98525006814824
"know-doesnt_dance-?","Emily_L","uncertain",0.00677840438756423
"know-doesnt_dance-?","Emma_H","dances",0.192622225842602
"know-doesnt_dance-?","Emma_H","doesnt_dance",0.702463738862793
"know-doesnt_dance-?","Emma_H","uncertain",0.104914035294605
"know-doesnt_dance-?","Emma_L","dances",0.0169826944666308
"know-doesnt_dance-?","Emma_L","doesnt_dance",0.963003821853158
"know-doesnt_dance-?","Emma_L","uncertain",0.020013483680212
"know-doesnt_dance-?","Frank_H","dances",0.13159861648278
"know-doesnt_dance-?","Frank_H","doesnt_dance",0.640267520770431
"know-doesnt_dance-?","Frank_H","uncertain",0.228133862746788
"know-doesnt_dance-?","Frank_L","dances",0.0141758416942948
"know-doesnt_dance-?","Frank_L","doesnt_dance",0.981779980861762
"know-doesnt_dance-?","Frank_L","uncertain",0.00404417744394326
"know-doesnt_dance-?","Grace_H","dances",0.372745276671175
"know-doesnt_dance-?","Grace_H","doesnt_dance",0.581446360950379
"know-doesnt_dance-?","Grace_H","uncertain",0.045808362378447
"know-doesnt_dance-?","Grace_L","dances",0.0173628387908383
"know-doesnt_dance-?","Grace_L","doesnt_dance",0.972123203375787
"know-doesnt_dance-?","Grace_L","uncertain",0.0105139578333745
"know-doesnt_dance-?","Isabella_H","dances",0.0190132136605153
"know-doesnt_dance-?","Isabella_H","doesnt_dance",0.777012127365438
"know-doesnt_dance-?","Isabella_H","uncertain",0.203974658974047
"know-doesnt_dance-?","Isabella_L","dances",0.0113387882907306
"know-doesnt_dance-?","Isabella_L","doesnt_dance",0.983860193232773
"know-doesnt_dance-?","Isabella_L","uncertain",0.0048010184764963
"know-doesnt_dance-?","Jackson_H","dances",0.279027784893843
"know-doesnt_dance-?","Jackson_H","doesnt_dance",0.690195617984002
"know-doesnt_dance-?","Jackson_H","uncertain",0.0307765971221553
"know-doesnt_dance-?","Jackson_L","dances",0.0110955795522728
"know-doesnt_dance-?","Jackson_L","doesnt_dance",0.982653137172319
"know-doesnt_dance-?","Jackson_L","uncertain",0.0062512832754087
"know-doesnt_dance-?","Jayden_H","dances",0.119857507550786
"know-doesnt_dance-?","Jayden_H","doesnt_dance",0.780008388191155
"know-doesnt_dance-?","Jayden_H","uncertain",0.100134104258059
"know-doesnt_dance-?","Jayden_L","dances",0.0173278294587729
"know-doesnt_dance-?","Jayden_L","doesnt_dance",0.975857839824317
"know-doesnt_dance-?","Jayden_L","uncertain",0.0068143307169105
"know-doesnt_dance-?","Jon_H","dances",0.267925539905425
"know-doesnt_dance-?","Jon_H","doesnt_dance",0.697795853887568
"know-doesnt_dance-?","Jon_H","uncertain",0.0342786062070077
"know-doesnt_dance-?","Jon_L","dances",0.0165034853156536
"know-doesnt_dance-?","Jon_L","doesnt_dance",0.976007180480053
"know-doesnt_dance-?","Jon_L","uncertain",0.00748933420429362
"know-doesnt_dance-?","Josh_H","dances",0.0401282290094691
"know-doesnt_dance-?","Josh_H","doesnt_dance",0.860324526811898
"know-doesnt_dance-?","Josh_H","uncertain",0.099547244178634
"know-doesnt_dance-?","Josh_L","dances",0.0113532610051386
"know-doesnt_dance-?","Josh_L","doesnt_dance",0.974807712416508
"know-doesnt_dance-?","Josh_L","uncertain",0.013839026578353
"know-doesnt_dance-?","Josie_H","dances",0.245519176482306
"know-doesnt_dance-?","Josie_H","doesnt_dance",0.64314819734078
"know-doesnt_dance-?","Josie_H","uncertain",0.111332626176913
"know-doesnt_dance-?","Josie_L","dances",0.00992438792695438
"know-doesnt_dance-?","Josie_L","doesnt_dance",0.982828036239363
"know-doesnt_dance-?","Josie_L","uncertain",0.00724757583368315
"know-doesnt_dance-?","Julian_H","dances",0.0669070467454278
"know-doesnt_dance-?","Julian_H","doesnt_dance",0.749851425828747
"know-doesnt_dance-?","Julian_H","uncertain",0.183241527425825
"know-doesnt_dance-?","Julian_L","dances",0.00763488493664349
"know-doesnt_dance-?","Julian_L","doesnt_dance",0.948994196618856
"know-doesnt_dance-?","Julian_L","uncertain",0.0433709184445009
"know-doesnt_dance-?","Mary_H","dances",0.22707548116208
"know-doesnt_dance-?","Mary_H","doesnt_dance",0.763522078557155
"know-doesnt_dance-?","Mary_H","uncertain",0.0094024402807654
"know-doesnt_dance-?","Mary_L","dances",0.0124713911386132
"know-doesnt_dance-?","Mary_L","doesnt_dance",0.979147719267963
"know-doesnt_dance-?","Mary_L","uncertain",0.00838088959342373
"know-doesnt_dance-?","Olivia_H","dances",0.141680221133046
"know-doesnt_dance-?","Olivia_H","doesnt_dance",0.833963888334585
"know-doesnt_dance-?","Olivia_H","uncertain",0.0243558905323706
"know-doesnt_dance-?","Olivia_L","dances",0.0152385376895665
"know-doesnt_dance-?","Olivia_L","doesnt_dance",0.976695759099202
"know-doesnt_dance-?","Olivia_L","uncertain",0.00806570321123134
"know-doesnt_dance-?","Owen_H","dances",0.261784327434192
"know-doesnt_dance-?","Owen_H","doesnt_dance",0.679567468811984
"know-doesnt_dance-?","Owen_H","uncertain",0.0586482037538241
"know-doesnt_dance-?","Owen_L","dances",0.0189492458680205
"know-doesnt_dance-?","Owen_L","doesnt_dance",0.969665688377098
"know-doesnt_dance-?","Owen_L","uncertain",0.0113850657548815
"know-doesnt_dance-?","Tony_H","dances",0.311972782066698
"know-doesnt_dance-?","Tony_H","doesnt_dance",0.580040968871143
"know-doesnt_dance-?","Tony_H","uncertain",0.10798624906216
"know-doesnt_dance-?","Tony_L","dances",0.0143307551092794
"know-doesnt_dance-?","Tony_L","doesnt_dance",0.977924439687178
"know-doesnt_dance-?","Tony_L","uncertain",0.00774480520354309
"know-doesnt_dance-?","Zoe_H","dances",0.329353358071528
"know-doesnt_dance-?","Zoe_H","doesnt_dance",0.599262450237723
"know-doesnt_dance-?","Zoe_H","uncertain",0.0713841916907482
"know-doesnt_dance-?","Zoe_L","dances",0.0157094188644449
"know-doesnt_dance-?","Zoe_L","doesnt_dance",0.979083860296004
"know-doesnt_dance-?","Zoe_L","uncertain",0.00520672083955112
"think-dances-?","Charley_H","dances",0.92699424115416
"think-dances-?","Charley_H","doesnt_dance",0.0183601629220256
"think-dances-?","Charley_H","uncertain",0.0546455959238143
"think-dances-?","Charley_L","dances",0.0124408720054041
"think-dances-?","Charley_L","doesnt_dance",0.820745686192566
"think-dances-?","Charley_L","uncertain",0.166813441802029
"think-dances-?","Danny_H","dances",0.659470728624323
"think-dances-?","Danny_H","doesnt_dance",0.0290296579263784
"think-dances-?","Danny_H","uncertain",0.311499613449299
"think-dances-?","Danny_L","dances",0.0158356448956597
"think-dances-?","Danny_L","doesnt_dance",0.855759891634928
"think-dances-?","Danny_L","uncertain",0.128404463469412
"think-dances-?","Emily_H","dances",0.234233099857887
"think-dances-?","Emily_H","doesnt_dance",0.266264256514958
"think-dances-?","Emily_H","uncertain",0.499502643627155
"think-dances-?","Emily_L","dances",0.00469772135952595
"think-dances-?","Emily_L","doesnt_dance",0.952678963565925
"think-dances-?","Emily_L","uncertain",0.0426233150745494
"think-dances-?","Emma_H","dances",0.728407185251636
"think-dances-?","Emma_H","doesnt_dance",0.0474983455971131
"think-dances-?","Emma_H","uncertain",0.22409446915125
"think-dances-?","Emma_L","dances",0.0365040565809986
"think-dances-?","Emma_L","doesnt_dance",0.79606962945785
"think-dances-?","Emma_L","uncertain",0.167426313961151
"think-dances-?","Frank_H","dances",0.556987696937786
"think-dances-?","Frank_H","doesnt_dance",0.0503408562982732
"think-dances-?","Frank_H","uncertain",0.392671446763941
"think-dances-?","Frank_L","dances",0.00861998134056783
"think-dances-?","Frank_L","doesnt_dance",0.96468960967357
"think-dances-?","Frank_L","uncertain",0.0266904089858626
"think-dances-?","Grace_H","dances",0.885958006474191
"think-dances-?","Grace_H","doesnt_dance",0.021468924504902
"think-dances-?","Grace_H","uncertain",0.0925730690209064
"think-dances-?","Grace_L","dances",0.0213687821074875
"think-dances-?","Grace_L","doesnt_dance",0.894478895196802
"think-dances-?","Grace_L","uncertain",0.0841523226957105
"think-dances-?","Isabella_H","dances",0.131325516845837
"think-dances-?","Isabella_H","doesnt_dance",0.197181060411794
"think-dances-?","Isabella_H","uncertain",0.671493422742369
"think-dances-?","Isabella_L","dances",0.00654532221695581
"think-dances-?","Isabella_L","doesnt_dance",0.962815174840624
"think-dances-?","Isabella_L","uncertain",0.0306395029424205
"think-dances-?","Jackson_H","dances",0.875268319374769
"think-dances-?","Jackson_H","doesnt_dance",0.0362886111807852
"think-dances-?","Jackson_H","uncertain",0.0884430694444462
"think-dances-?","Jackson_L","dances",0.00716959561413291
"think-dances-?","Jackson_L","doesnt_dance",0.951686427853612
"think-dances-?","Jackson_L","uncertain",0.0411439765322551
"think-dances-?","Jayden_H","dances",0.625013817966501
"think-dances-?","Jayden_H","doesnt_dance",0.0868115913527527
"think-dances-?","Jayden_H","uncertain",0.288174590680746
"think-dances-?","Jayden_L","dances",0.0156439093008371
"think-dances-?","Jayden_L","doesnt_dance",0.933120591587627
"think-dances-?","Jayden_L","uncertain",0.0512354991115356
"think-dances-?","Jon_H","dances",0.864679119229949
"think-dances-?","Jon_H","doesnt_dance",0.0381095472991129
"think-dances-?","Jon_H","uncertain",0.0972113334709383
"think-dances-?","Jon_L","dances",0.0151995904961185
"think-dances-?","Jon_L","doesnt_dance",0.928633072168994
"think-dances-?","Jon_L","uncertain",0.0561673373348876
"think-dances-?","Josh_H","dances",0.289507582952272
"think-dances-?","Josh_H","doesnt_dance",0.247896905115738
"think-dances-?","Josh_H","uncertain",0.46259551193199
"think-dances-?","Josh_L","dances",0.0130926026512093
"think-dances-?","Josh_L","doesnt_dance",0.883762089849505
"think-dances-?","Josh_L","uncertain",0.103145307499285
"think-dances-?","Josie_H","dances",0.766489074642659
"think-dances-?","Josie_H","doesnt_dance",0.0335238531581553
"think-dances-?","Josie_H","uncertain",0.199987072199186
"think-dances-?","Josie_L","dances",0.00660867855776019
"think-dances-?","Josie_L","doesnt_dance",0.945685205316006
"think-dances-?","Josie_L","uncertain",0.0477061161262334
"think-dances-?","Julian_H","dances",0.405854870942312
"think-dances-?","Julian_H","doesnt_dance",0.110016475974893
"think-dances-?","Julian_H","uncertain",0.484128653082794
"think-dances-?","Julian_L","dances",0.0224969697187428
"think-dances-?","Julian_L","doesnt_dance",0.670646391495007
"think-dances-?","Julian_L","uncertain",0.306856638786251
"think-dances-?","Mary_H","dances",0.897233458629597
"think-dances-?","Mary_H","doesnt_dance",0.0555157764627144
"think-dances-?","Mary_H","uncertain",0.0472507649076884
"think-dances-?","Mary_L","dances",0.0102181183326739
"think-dances-?","Mary_L","doesnt_dance",0.930618467153803
"think-dances-?","Mary_L","uncertain",0.059163414513523
"think-dances-?","Olivia_H","dances",0.772263369702357
"think-dances-?","Olivia_H","doesnt_dance",0.103043573596519
"think-dances-?","Olivia_H","uncertain",0.124693056701124
"think-dances-?","Olivia_L","dances",0.0138720455397257
"think-dances-?","Olivia_L","doesnt_dance",0.926455595300423
"think-dances-?","Olivia_L","uncertain",0.0596723591598507
"think-dances-?","Owen_H","dances",0.828441874635553
"think-dances-?","Owen_H","doesnt_dance",0.0361329114949196
"think-dances-?","Owen_H","uncertain",0.135425213869527
"think-dances-?","Owen_L","dances",0.0269736387982025
"think-dances-?","Owen_L","doesnt_dance",0.878265859877865
"think-dances-?","Owen_L","uncertain",0.094760501323933
"think-dances-?","Tony_H","dances",0.805931912116417
"think-dances-?","Tony_H","doesnt_dance",0.0237548874887085
"think-dances-?","Tony_H","uncertain",0.170313200394874
"think-dances-?","Tony_L","dances",0.0121623228955512
"think-dances-?","Tony_L","doesnt_dance",0.931876912150414
"think-dances-?","Tony_L","uncertain",0.0559607649540345
"think-dances-?","Zoe_H","dances",0.845013490693121
"think-dances-?","Zoe_H","doesnt_dance",0.0243354633585212
"think-dances-?","Zoe_H","uncertain",0.130651045948358
"think-dances-?","Zoe_L","dances",0.0113652092785534
"think-dances-?","Zoe_L","doesnt_dance",0.952115917550666
"think-dances-?","Zoe_L","uncertain",0.0365188731707807
"think-doesnt_dance-?","Charley_H","dances",0.928465104324779
"think-doesnt_dance-?","Charley_H","doesnt_dance",0.0248405500203548
"think-doesnt_dance-?","Charley_H","uncertain",0.0466943456548662
"think-doesnt_dance-?","Charley_L","dances",0.298606712659436
"think-doesnt_dance-?","Charley_L","doesnt_dance",0.465181333322104
"think-doesnt_dance-?","Charley_L","uncertain",0.23621195401846
"think-doesnt_dance-?","Danny_H","dances",0.646526336826988
"think-doesnt_dance-?","Danny_H","doesnt_dance",0.0269276295498099
"think-doesnt_dance-?","Danny_H","uncertain",0.326546033623202
"think-doesnt_dance-?","Danny_L","dances",0.383965538211913
"think-doesnt_dance-?","Danny_L","doesnt_dance",0.448427682699721
"think-doesnt_dance-?","Danny_L","uncertain",0.167606779088366
"think-doesnt_dance-?","Emily_H","dances",0.478098070248979
"think-doesnt_dance-?","Emily_H","doesnt_dance",0.12151372508665
"think-doesnt_dance-?","Emily_H","uncertain",0.400388204664371
"think-doesnt_dance-?","Emily_L","dances",0.267336329438822
"think-doesnt_dance-?","Emily_L","doesnt_dance",0.653868066320071
"think-doesnt_dance-?","Emily_L","uncertain",0.0787956042411076
"think-doesnt_dance-?","Emma_H","dances",0.760392544373752
"think-doesnt_dance-?","Emma_H","doesnt_dance",0.0418198567328958
"think-doesnt_dance-?","Emma_H","uncertain",0.197787598893352
"think-doesnt_dance-?","Emma_L","dances",0.495648170125627
"think-doesnt_dance-?","Emma_L","doesnt_dance",0.338756509900814
"think-doesnt_dance-?","Emma_L","uncertain",0.165595319973558
"think-doesnt_dance-?","Frank_H","dances",0.574642705456446
"think-doesnt_dance-?","Frank_H","doesnt_dance",0.0385645881106231
"think-doesnt_dance-?","Frank_H","uncertain",0.386792706432931
"think-doesnt_dance-?","Frank_L","dances",0.39768816875826
"think-doesnt_dance-?","Frank_L","doesnt_dance",0.561217220606681
"think-doesnt_dance-?","Frank_L","uncertain",0.0410946106350589
"think-doesnt_dance-?","Grace_H","dances",0.890340302502521
"think-doesnt_dance-?","Grace_H","doesnt_dance",0.0267976942580622
"think-doesnt_dance-?","Grace_H","uncertain",0.0828620032394165
"think-doesnt_dance-?","Grace_L","dances",0.491749274350523
